lok,HAVOMR,Lokasjon,LOKREF,geometry
6225,62,25,62-25,"POLYGON ((-13 68.5, -13 68.58333333333333, -13 68.66666666666667, -13 68.75, -13 68.83333333333333, -13 68.91666666666667, -13 69, -12.90909090909091 69, -12.81818181818182 69, -12.72727272727273 69, -12.63636363636364 69, -12.54545454545454 69, -12.45454545454546 69, -12.36363636363636 69, -12.27272727272727 69, -12.18181818181818 69, -12.09090909090909 69, -12 69, -12 68.91666666666667, -12 68.83333333333333, -12 68.75, -12 68.66666666666667, -12 68.58333333333333, -12 68.5, -12.09090909090909 68.5, -12.18181818181818 68.5, -12.27272727272727 68.5, -12.36363636363636 68.5, -12.45454545454546 68.5, -12.54545454545454 68.5, -12.63636363636364 68.5, -12.72727272727273 68.5, -12.81818181818182 68.5, -12.90909090909091 68.5, -13 68.5))"
6226,62,26,62-26,"POLYGON ((-12 68.5, -12 68.58333333333333, -12 68.66666666666667, -12 68.75, -12 68.83333333333333, -12 68.91666666666667, -12 69, -11.90909090909091 69, -11.81818181818182 69, -11.72727272727273 69, -11.63636363636364 69, -11.54545454545454 69, -11.45454545454546 69, -11.36363636363636 69, -11.27272727272727 69, -11.18181818181818 69, -11.09090909090909 69, -11 69, -11 68.91666666666667, -11 68.83333333333333, -11 68.75, -11 68.66666666666667, -11 68.58333333333333, -11 68.5, -11.09090909090909 68.5, -11.18181818181818 68.5, -11.27272727272727 68.5, -11.36363636363636 68.5, -11.45454545454546 68.5, -11.54545454545454 68.5, -11.63636363636364 68.5, -11.72727272727273 68.5, -11.81818181818182 68.5, -11.90909090909091 68.5, -12 68.5))"
6227,62,27,62-27,"POLYGON ((-26 69, -26 69.09090909090909, -26 69.18181818181819, -26 69.27272727272727, -26 69.36363636363636, -26 69.45454545454545, -26 69.54545454545455, -26 69.63636363636364, -26 69.72727272727273, -26 69.81818181818181, -26 69.90909090909091, -26 70, -25.90196078431373 70, -25.80392156862745 70, -25.70588235294118 70, -25.6078431372549 70, -25.50980392156863 70, -25.41176470588235 70, -25.31372549019608 70, -25.2156862745098 70, -25.11764705882353 70, -25.01960784313725 70, -24.92156862745098 70, -24.82352941176471 70, -24.72549019607843 70, -24.62745098039216 70, -24.52941176470588 70, -24.43137254901961 70, -24.33333333333333 70, -24.23529411764706 70, -24.13725490196078 70, -24.03921568627451 70, -23.94117647058824 70, -23.84313725490196 70, -23.74509803921569 70, -23.64705882352941 70, -23.54901960784314 70, -23.45098039215686 70, -23.35294117647059 70, -23.25490196078431 70, -23.15686274509804 70, -23.05882352941176 70, -22.96078431372549 70, -22.86274509803922 70, -22.76470588235294 70, -22.66666666666667 70, -22.56862745098039 70, -22.47058823529412 70, -22.37254901960784 70, -22.27450980392157 70, -22.17647058823529 70, -22.07843137254902 70, -21.98039215686275 70, -21.88235294117647 70, -21.7843137254902 70, -21.68627450980392 70, -21.58823529411764 70, -21.49019607843137 70, -21.3921568627451 70, -21.29411764705882 70, -21.19607843137255 70, -21.09803921568627 70, -21 70, -21 69.90909090909091, -21 69.81818181818181, -21 69.72727272727273, -21 69.63636363636364, -21 69.54545454545455, -21 69.45454545454545, -21 69.36363636363636, -21 69.27272727272727, -21 69.18181818181819, -21 69.09090909090909, -21 69, -21.09803921568627 69, -21.19607843137255 69, -21.29411764705882 69, -21.3921568627451 69, -21.49019607843137 69, -21.58823529411765 69, -21.68627450980392 69, -21.7843137254902 69, -21.88235294117647 69, -21.98039215686275 69, -22.07843137254902 69, -22.17647058823529 69, -22.27450980392157 69, -22.37254901960784 69, -22.47058823529412 69, -22.56862745098039 69, -22.66666666666667 69, -22.76470588235294 69, -22.86274509803922 69, -22.96078431372549 69, -23.05882352941176 69, -23.15686274509804 69, -23.25490196078431 69, -23.35294117647059 69, -23.45098039215686 69, -23.54901960784314 69, -23.64705882352941 69, -23.74509803921569 69, -23.84313725490196 69, -23.94117647058824 69, -24.03921568627451 69, -24.13725490196078 69, -24.23529411764706 69, -24.33333333333333 69, -24.43137254901961 69, -24.52941176470588 69, -24.62745098039216 69, -24.72549019607843 69, -24.82352941176471 69, -24.92156862745098 69, -25.01960784313725 69, -25.11764705882353 69, -25.2156862745098 69, -25.31372549019608 69, -25.41176470588236 69, -25.50980392156863 69, -25.6078431372549 69, -25.70588235294118 69, -25.80392156862745 69, -25.90196078431373 69, -26 69))"
6228,62,28,62-28,"POLYGON ((-21 69, -21 69.08333333333333, -21 69.16666666666667, -21 69.25, -21 69.33333333333333, -21 69.41666666666667, -21 69.5, -20.90909090909091 69.5, -20.81818181818182 69.5, -20.72727272727273 69.5, -20.63636363636364 69.5, -20.54545454545455 69.5, -20.45454545454545 69.5, -20.36363636363636 69.5, -20.27272727272727 69.5, -20.18181818181818 69.5, -20.09090909090909 69.5, -20 69.5, -20 69.41666666666667, -20 69.33333333333333, -20 69.25, -20 69.16666666666667, -20 69.08333333333333, -20 69, -20.09090909090909 69, -20.18181818181818 69, -20.27272727272727 69, -20.36363636363636 69, -20.45454545454545 69, -20.54545454545455 69, -20.63636363636364 69, -20.72727272727273 69, -20.81818181818182 69, -20.90909090909091 69, -21 69))"
6229,62,29,62-29,"POLYGON ((-20 69, -20 69.08333333333333, -20 69.16666666666667, -20 69.25, -20 69.33333333333333, -20 69.41666666666667, -20 69.5, -19.90909090909091 69.5, -19.81818181818182 69.5, -19.72727272727273 69.5, -19.63636363636364 69.5, -19.54545454545455 69.5, -19.45454545454545 69.5, -19.36363636363636 69.5, -19.27272727272727 69.5, -19.18181818181818 69.5, -19.09090909090909 69.5, -19 69.5, -19 69.41666666666667, -19 69.33333333333333, -19 69.25, -19 69.16666666666667, -19 69.08333333333333, -19 69, -19.09090909090909 69, -19.18181818181818 69, -19.27272727272727 69, -19.36363636363636 69, -19.45454545454545 69, -19.54545454545455 69, -19.63636363636364 69, -19.72727272727273 69, -19.81818181818182 69, -19.90909090909091 69, -20 69))"
6230,62,30,62-30,"POLYGON ((-19 69, -19 69.08333333333333, -19 69.16666666666667, -19 69.25, -19 69.33333333333333, -19 69.41666666666667, -19 69.5, -18.90909090909091 69.5, -18.81818181818182 69.5, -18.72727272727273 69.5, -18.63636363636364 69.5, -18.54545454545455 69.5, -18.45454545454545 69.5, -18.36363636363636 69.5, -18.27272727272727 69.5, -18.18181818181818 69.5, -18.09090909090909 69.5, -18 69.5, -18 69.41666666666667, -18 69.33333333333333, -18 69.25, -18 69.16666666666667, -18 69.08333333333333, -18 69, -18.09090909090909 69, -18.18181818181818 69, -18.27272727272727 69, -18.36363636363636 69, -18.45454545454545 69, -18.54545454545455 69, -18.63636363636364 69, -18.72727272727273 69, -18.81818181818182 69, -18.90909090909091 69, -19 69))"
6231,62,31,62-31,"POLYGON ((-18 69, -18 69.08333333333333, -18 69.16666666666667, -18 69.25, -18 69.33333333333333, -18 69.41666666666667, -18 69.5, -17.90909090909091 69.5, -17.81818181818182 69.5, -17.72727272727273 69.5, -17.63636363636364 69.5, -17.54545454545455 69.5, -17.45454545454545 69.5, -17.36363636363636 69.5, -17.27272727272727 69.5, -17.18181818181818 69.5, -17.09090909090909 69.5, -17 69.5, -17 69.41666666666667, -17 69.33333333333333, -17 69.25, -17 69.16666666666667, -17 69.08333333333333, -17 69, -17.09090909090909 69, -17.18181818181818 69, -17.27272727272727 69, -17.36363636363636 69, -17.45454545454545 69, -17.54545454545455 69, -17.63636363636364 69, -17.72727272727273 69, -17.81818181818182 69, -17.90909090909091 69, -18 69))"
6232,62,32,62-32,"POLYGON ((-17 69, -17 69.08333333333333, -17 69.16666666666667, -17 69.25, -17 69.33333333333333, -17 69.41666666666667, -17 69.5, -16.90909090909091 69.5, -16.81818181818182 69.5, -16.72727272727273 69.5, -16.63636363636364 69.5, -16.54545454545455 69.5, -16.45454545454545 69.5, -16.36363636363636 69.5, -16.27272727272727 69.5, -16.18181818181818 69.5, -16.09090909090909 69.5, -16 69.5, -16 69.41666666666667, -16 69.33333333333333, -16 69.25, -16 69.16666666666667, -16 69.08333333333333, -16 69, -16.09090909090909 69, -16.18181818181818 69, -16.27272727272727 69, -16.36363636363636 69, -16.45454545454545 69, -16.54545454545455 69, -16.63636363636364 69, -16.72727272727273 69, -16.81818181818182 69, -16.90909090909091 69, -17 69))"
6233,62,33,62-33,"POLYGON ((-16 69, -16 69.08333333333333, -16 69.16666666666667, -16 69.25, -16 69.33333333333333, -16 69.41666666666667, -16 69.5, -15.90909090909091 69.5, -15.81818181818182 69.5, -15.72727272727273 69.5, -15.63636363636364 69.5, -15.54545454545454 69.5, -15.45454545454546 69.5, -15.36363636363636 69.5, -15.27272727272727 69.5, -15.18181818181818 69.5, -15.09090909090909 69.5, -15 69.5, -15 69.41666666666667, -15 69.33333333333333, -15 69.25, -15 69.16666666666667, -15 69.08333333333333, -15 69, -15.09090909090909 69, -15.18181818181818 69, -15.27272727272727 69, -15.36363636363636 69, -15.45454545454546 69, -15.54545454545454 69, -15.63636363636364 69, -15.72727272727273 69, -15.81818181818182 69, -15.90909090909091 69, -16 69))"
6234,62,34,62-34,"POLYGON ((-15 69, -15 69.08333333333333, -15 69.16666666666667, -15 69.25, -15 69.33333333333333, -15 69.41666666666667, -15 69.5, -14.90909090909091 69.5, -14.81818181818182 69.5, -14.72727272727273 69.5, -14.63636363636364 69.5, -14.54545454545454 69.5, -14.45454545454546 69.5, -14.36363636363636 69.5, -14.27272727272727 69.5, -14.18181818181818 69.5, -14.09090909090909 69.5, -14 69.5, -14 69.41666666666667, -14 69.33333333333333, -14 69.25, -14 69.16666666666667, -14 69.08333333333333, -14 69, -14.09090909090909 69, -14.18181818181818 69, -14.27272727272727 69, -14.36363636363636 69, -14.45454545454546 69, -14.54545454545454 69, -14.63636363636364 69, -14.72727272727273 69, -14.81818181818182 69, -14.90909090909091 69, -15 69))"
6235,62,35,62-35,"POLYGON ((-14 69, -14 69.08333333333333, -14 69.16666666666667, -14 69.25, -14 69.33333333333333, -14 69.41666666666667, -14 69.5, -13.90909090909091 69.5, -13.81818181818182 69.5, -13.72727272727273 69.5, -13.63636363636364 69.5, -13.54545454545454 69.5, -13.45454545454546 69.5, -13.36363636363636 69.5, -13.27272727272727 69.5, -13.18181818181818 69.5, -13.09090909090909 69.5, -13 69.5, -13 69.41666666666667, -13 69.33333333333333, -13 69.25, -13 69.16666666666667, -13 69.08333333333333, -13 69, -13.09090909090909 69, -13.18181818181818 69, -13.27272727272727 69, -13.36363636363636 69, -13.45454545454546 69, -13.54545454545454 69, -13.63636363636364 69, -13.72727272727273 69, -13.81818181818182 69, -13.90909090909091 69, -14 69))"
6236,62,36,62-36,"POLYGON ((-13 69, -13 69.08333333333333, -13 69.16666666666667, -13 69.25, -13 69.33333333333333, -13 69.41666666666667, -13 69.5, -12.90909090909091 69.5, -12.81818181818182 69.5, -12.72727272727273 69.5, -12.63636363636364 69.5, -12.54545454545454 69.5, -12.45454545454546 69.5, -12.36363636363636 69.5, -12.27272727272727 69.5, -12.18181818181818 69.5, -12.09090909090909 69.5, -12 69.5, -12 69.41666666666667, -12 69.33333333333333, -12 69.25, -12 69.16666666666667, -12 69.08333333333333, -12 69, -12.09090909090909 69, -12.18181818181818 69, -12.27272727272727 69, -12.36363636363636 69, -12.45454545454546 69, -12.54545454545454 69, -12.63636363636364 69, -12.72727272727273 69, -12.81818181818182 69, -12.90909090909091 69, -13 69))"
6237,62,37,62-37,"POLYGON ((-12 69, -12 69.08333333333333, -12 69.16666666666667, -12 69.25, -12 69.33333333333333, -12 69.41666666666667, -12 69.5, -11.90909090909091 69.5, -11.81818181818182 69.5, -11.72727272727273 69.5, -11.63636363636364 69.5, -11.54545454545454 69.5, -11.45454545454546 69.5, -11.36363636363636 69.5, -11.27272727272727 69.5, -11.18181818181818 69.5, -11.09090909090909 69.5, -11 69.5, -11 69.41666666666667, -11 69.33333333333333, -11 69.25, -11 69.16666666666667, -11 69.08333333333333, -11 69, -11.09090909090909 69, -11.18181818181818 69, -11.27272727272727 69, -11.36363636363636 69, -11.45454545454546 69, -11.54545454545454 69, -11.63636363636364 69, -11.72727272727273 69, -11.81818181818182 69, -11.90909090909091 69, -12 69))"
6238,62,38,62-38,"POLYGON ((-21 69.5, -21 69.58333333333333, -21 69.66666666666667, -21 69.75, -21 69.83333333333333, -21 69.91666666666667, -21 70, -20.90909090909091 70, -20.81818181818182 70, -20.72727272727273 70, -20.63636363636364 70, -20.54545454545455 70, -20.45454545454545 70, -20.36363636363636 70, -20.27272727272727 70, -20.18181818181818 70, -20.09090909090909 70, -20 70, -20 69.91666666666667, -20 69.83333333333333, -20 69.75, -20 69.66666666666667, -20 69.58333333333333, -20 69.5, -20.09090909090909 69.5, -20.18181818181818 69.5, -20.27272727272727 69.5, -20.36363636363636 69.5, -20.45454545454545 69.5, -20.54545454545455 69.5, -20.63636363636364 69.5, -20.72727272727273 69.5, -20.81818181818182 69.5, -20.90909090909091 69.5, -21 69.5))"
6239,62,39,62-39,"POLYGON ((-20 69.5, -20 69.58333333333333, -20 69.66666666666667, -20 69.75, -20 69.83333333333333, -20 69.91666666666667, -20 70, -19.90909090909091 70, -19.81818181818182 70, -19.72727272727273 70, -19.63636363636364 70, -19.54545454545455 70, -19.45454545454545 70, -19.36363636363636 70, -19.27272727272727 70, -19.18181818181818 70, -19.09090909090909 70, -19 70, -19 69.91666666666667, -19 69.83333333333333, -19 69.75, -19 69.66666666666667, -19 69.58333333333333, -19 69.5, -19.09090909090909 69.5, -19.18181818181818 69.5, -19.27272727272727 69.5, -19.36363636363636 69.5, -19.45454545454545 69.5, -19.54545454545455 69.5, -19.63636363636364 69.5, -19.72727272727273 69.5, -19.81818181818182 69.5, -19.90909090909091 69.5, -20 69.5))"
6240,62,40,62-40,"POLYGON ((-19 69.5, -19 69.58333333333333, -19 69.66666666666667, -19 69.75, -19 69.83333333333333, -19 69.91666666666667, -19 70, -18.90909090909091 70, -18.81818181818182 70, -18.72727272727273 70, -18.63636363636364 70, -18.54545454545455 70, -18.45454545454545 70, -18.36363636363636 70, -18.27272727272727 70, -18.18181818181818 70, -18.09090909090909 70, -18 70, -18 69.91666666666667, -18 69.83333333333333, -18 69.75, -18 69.66666666666667, -18 69.58333333333333, -18 69.5, -18.09090909090909 69.5, -18.18181818181818 69.5, -18.27272727272727 69.5, -18.36363636363636 69.5, -18.45454545454545 69.5, -18.54545454545455 69.5, -18.63636363636364 69.5, -18.72727272727273 69.5, -18.81818181818182 69.5, -18.90909090909091 69.5, -19 69.5))"
6241,62,41,62-41,"POLYGON ((-18 69.5, -18 69.58333333333333, -18 69.66666666666667, -18 69.75, -18 69.83333333333333, -18 69.91666666666667, -18 70, -17.90909090909091 70, -17.81818181818182 70, -17.72727272727273 70, -17.63636363636364 70, -17.54545454545455 70, -17.45454545454545 70, -17.36363636363636 70, -17.27272727272727 70, -17.18181818181818 70, -17.09090909090909 70, -17 70, -17 69.91666666666667, -17 69.83333333333333, -17 69.75, -17 69.66666666666667, -17 69.58333333333333, -17 69.5, -17.09090909090909 69.5, -17.18181818181818 69.5, -17.27272727272727 69.5, -17.36363636363636 69.5, -17.45454545454545 69.5, -17.54545454545455 69.5, -17.63636363636364 69.5, -17.72727272727273 69.5, -17.81818181818182 69.5, -17.90909090909091 69.5, -18 69.5))"
6242,62,42,62-42,"POLYGON ((-17 69.5, -17 69.58333333333333, -17 69.66666666666667, -17 69.75, -17 69.83333333333333, -17 69.91666666666667, -17 70, -16.90909090909091 70, -16.81818181818182 70, -16.72727272727273 70, -16.63636363636364 70, -16.54545454545455 70, -16.45454545454545 70, -16.36363636363636 70, -16.27272727272727 70, -16.18181818181818 70, -16.09090909090909 70, -16 70, -16 69.91666666666667, -16 69.83333333333333, -16 69.75, -16 69.66666666666667, -16 69.58333333333333, -16 69.5, -16.09090909090909 69.5, -16.18181818181818 69.5, -16.27272727272727 69.5, -16.36363636363636 69.5, -16.45454545454545 69.5, -16.54545454545455 69.5, -16.63636363636364 69.5, -16.72727272727273 69.5, -16.81818181818182 69.5, -16.90909090909091 69.5, -17 69.5))"
6243,62,43,62-43,"POLYGON ((-16 69.5, -16 69.58333333333333, -16 69.66666666666667, -16 69.75, -16 69.83333333333333, -16 69.91666666666667, -16 70, -15.90909090909091 70, -15.81818181818182 70, -15.72727272727273 70, -15.63636363636364 70, -15.54545454545454 70, -15.45454545454546 70, -15.36363636363636 70, -15.27272727272727 70, -15.18181818181818 70, -15.09090909090909 70, -15 70, -15 69.91666666666667, -15 69.83333333333333, -15 69.75, -15 69.66666666666667, -15 69.58333333333333, -15 69.5, -15.09090909090909 69.5, -15.18181818181818 69.5, -15.27272727272727 69.5, -15.36363636363636 69.5, -15.45454545454546 69.5, -15.54545454545454 69.5, -15.63636363636364 69.5, -15.72727272727273 69.5, -15.81818181818182 69.5, -15.90909090909091 69.5, -16 69.5))"
6244,62,44,62-44,"POLYGON ((-15 69.5, -15 69.58333333333333, -15 69.66666666666667, -15 69.75, -15 69.83333333333333, -15 69.91666666666667, -15 70, -14.90909090909091 70, -14.81818181818182 70, -14.72727272727273 70, -14.63636363636364 70, -14.54545454545454 70, -14.45454545454546 70, -14.36363636363636 70, -14.27272727272727 70, -14.18181818181818 70, -14.09090909090909 70, -14 70, -14 69.91666666666667, -14 69.83333333333333, -14 69.75, -14 69.66666666666667, -14 69.58333333333333, -14 69.5, -14.09090909090909 69.5, -14.18181818181818 69.5, -14.27272727272727 69.5, -14.36363636363636 69.5, -14.45454545454546 69.5, -14.54545454545454 69.5, -14.63636363636364 69.5, -14.72727272727273 69.5, -14.81818181818182 69.5, -14.90909090909091 69.5, -15 69.5))"
6245,62,45,62-45,"POLYGON ((-14 69.5, -14 69.58333333333333, -14 69.66666666666667, -14 69.75, -14 69.83333333333333, -14 69.91666666666667, -14 70, -13.90909090909091 70, -13.81818181818182 70, -13.72727272727273 70, -13.63636363636364 70, -13.54545454545454 70, -13.45454545454546 70, -13.36363636363636 70, -13.27272727272727 70, -13.18181818181818 70, -13.09090909090909 70, -13 70, -13 69.91666666666667, -13 69.83333333333333, -13 69.75, -13 69.66666666666667, -13 69.58333333333333, -13 69.5, -13.09090909090909 69.5, -13.18181818181818 69.5, -13.27272727272727 69.5, -13.36363636363636 69.5, -13.45454545454546 69.5, -13.54545454545454 69.5, -13.63636363636364 69.5, -13.72727272727273 69.5, -13.81818181818182 69.5, -13.90909090909091 69.5, -14 69.5))"
6246,62,46,62-46,"POLYGON ((-13 69.5, -13 69.58333333333333, -13 69.66666666666667, -13 69.75, -13 69.83333333333333, -13 69.91666666666667, -13 70, -12.90909090909091 70, -12.81818181818182 70, -12.72727272727273 70, -12.63636363636364 70, -12.54545454545454 70, -12.45454545454546 70, -12.36363636363636 70, -12.27272727272727 70, -12.18181818181818 70, -12.09090909090909 70, -12 70, -12 69.91666666666667, -12 69.83333333333333, -12 69.75, -12 69.66666666666667, -12 69.58333333333333, -12 69.5, -12.09090909090909 69.5, -12.18181818181818 69.5, -12.27272727272727 69.5, -12.36363636363636 69.5, -12.45454545454546 69.5, -12.54545454545454 69.5, -12.63636363636364 69.5, -12.72727272727273 69.5, -12.81818181818182 69.5, -12.90909090909091 69.5, -13 69.5))"
6247,62,47,62-47,"POLYGON ((-12 69.5, -12 69.58333333333333, -12 69.66666666666667, -12 69.75, -12 69.83333333333333, -12 69.91666666666667, -12 70, -11.90909090909091 70, -11.81818181818182 70, -11.72727272727273 70, -11.63636363636364 70, -11.54545454545454 70, -11.45454545454546 70, -11.36363636363636 70, -11.27272727272727 70, -11.18181818181818 70, -11.09090909090909 70, -11 70, -11 69.91666666666667, -11 69.83333333333333, -11 69.75, -11 69.66666666666667, -11 69.58333333333333, -11 69.5, -11.09090909090909 69.5, -11.18181818181818 69.5, -11.27272727272727 69.5, -11.36363636363636 69.5, -11.45454545454546 69.5, -11.54545454545454 69.5, -11.63636363636364 69.5, -11.72727272727273 69.5, -11.81818181818182 69.5, -11.90909090909091 69.5, -12 69.5))"
6248,62,48,62-48,"POLYGON ((-30 70, -30 70.09756097560975, -30 70.19512195121951, -30 70.29268292682927, -30 70.39024390243902, -30 70.48780487804878, -30 70.58536585365853, -30 70.6829268292683, -30 70.78048780487805, -30 70.8780487804878, -30 70.97560975609755, -30 71.07317073170732, -30 71.17073170731707, -30 71.26829268292683, -30 71.36585365853658, -30 71.46341463414635, -30 71.5609756097561, -30 71.65853658536585, -30 71.7560975609756, -30 71.85365853658537, -30 71.95121951219512, -30 72.04878048780488, -30 72.14634146341463, -30 72.2439024390244, -30 72.34146341463415, -30 72.4390243902439, -30 72.53658536585365, -30 72.63414634146342, -30 72.73170731707317, -30 72.82926829268293, -30 72.92682926829268, -30 73.02439024390245, -30 73.1219512195122, -30 73.21951219512195, -30 73.3170731707317, -30 73.41463414634147, -30 73.51219512195122, -30 73.60975609756098, -30 73.70731707317073, -30 73.80487804878049, -30 73.90243902439025, -30 74, -29.9009009009009 74, -29.8018018018018 74, -29.7027027027027 74, -29.6036036036036 74, -29.5045045045045 74, -29.40540540540541 74, -29.30630630630631 74, -29.20720720720721 74, -29.10810810810811 74, -29.00900900900901 74, -28.90990990990991 74, -28.81081081081081 74, -28.71171171171171 74, -28.61261261261261 74, -28.51351351351351 74, -28.41441441441441 74, -28.31531531531532 74, -28.21621621621622 74, -28.11711711711712 74, -28.01801801801802 74, -27.91891891891892 74, -27.81981981981982 74, -27.72072072072072 74, -27.62162162162162 74, -27.52252252252252 74, -27.42342342342342 74, -27.32432432432432 74, -27.22522522522523 74, -27.12612612612613 74, -27.02702702702703 74, -26.92792792792793 74, -26.82882882882883 74, -26.72972972972973 74, -26.63063063063063 74, -26.53153153153153 74, -26.43243243243243 74, -26.33333333333333 74, -26.23423423423423 74, -26.13513513513514 74, -26.03603603603604 74, -25.93693693693694 74, -25.83783783783784 74, -25.73873873873874 74, -25.63963963963964 74, -25.54054054054054 74, -25.44144144144144 74, -25.34234234234234 74, -25.24324324324324 74, -25.14414414414414 74, -25.04504504504504 74, -24.94594594594595 74, -24.84684684684685 74, -24.74774774774775 74, -24.64864864864865 74, -24.54954954954955 74, -24.45045045045045 74, -24.35135135135135 74, -24.25225225225225 74, -24.15315315315315 74, -24.05405405405405 74, -23.95495495495495 74, -23.85585585585586 74, -23.75675675675676 74, -23.65765765765766 74, -23.55855855855856 74, -23.45945945945946 74, -23.36036036036036 74, -23.26126126126126 74, -23.16216216216216 74, -23.06306306306306 74, -22.96396396396396 74, -22.86486486486486 74, -22.76576576576577 74, -22.66666666666667 74, -22.56756756756757 74, -22.46846846846847 74, -22.36936936936937 74, -22.27027027027027 74, -22.17117117117117 74, -22.07207207207207 74, -21.97297297297298 74, -21.87387387387388 74, -21.77477477477478 74, -21.67567567567568 74, -21.57657657657658 74, -21.47747747747748 74, -21.37837837837838 74, -21.27927927927928 74, -21.18018018018018 74, -21.08108108108108 74, -20.98198198198198 74, -20.88288288288288 74, -20.78378378378378 74, -20.68468468468468 74, -20.58558558558558 74, -20.48648648648648 74, -20.38738738738739 74, -20.28828828828829 74, -20.18918918918919 74, -20.09009009009009 74, -19.99099099099099 74, -19.89189189189189 74, -19.7927927927928 74, -19.6936936936937 74, -19.5945945945946 74, -19.4954954954955 74, -19.3963963963964 74, -19.2972972972973 74, -19.1981981981982 74, -19.0990990990991 74, -19 74, -19 73.90909090909091, -19 73.81818181818181, -19 73.72727272727273, -19 73.63636363636364, -19 73.54545454545455, -19 73.45454545454545, -19 73.36363636363636, -19 73.27272727272727, -19 73.18181818181819, -19 73.09090909090909, -19 73, -19.09090909090909 73, -19.18181818181818 73, -19.27272727272727 73, -19.36363636363636 73, -19.45454545454545 73, -19.54545454545455 73, -19.63636363636364 73, -19.72727272727273 73, -19.81818181818182 73, -19.90909090909091 73, -20 73, -20 72.9047619047619, -20 72.80952380952381, -20 72.71428571428571, -20 72.61904761904762, -20 72.52380952380952, -20 72.42857142857143, -20 72.33333333333333, -20 72.23809523809524, -20 72.14285714285714, -20 72.04761904761905, -20 71.95238095238095, -20 71.85714285714286, -20 71.76190476190476, -20 71.66666666666667, -20 71.57142857142857, -20 71.47619047619048, -20 71.38095238095238, -20 71.28571428571429, -20 71.19047619047619, -20 71.0952380952381, -20 71, -20.09090909090909 71, -20.18181818181818 71, -20.27272727272727 71, -20.36363636363636 71, -20.45454545454545 71, -20.54545454545455 71, -20.63636363636364 71, -20.72727272727273 71, -20.81818181818182 71, -20.90909090909091 71, -21 71, -21 70.90909090909091, -21 70.81818181818181, -21 70.72727272727273, -21 70.63636363636364, -21 70.54545454545455, -21 70.45454545454545, -21 70.36363636363636, -21 70.27272727272727, -21 70.18181818181819, -21 70.09090909090909, -21 70, -21.0989010989011 70, -21.1978021978022 70, -21.2967032967033 70, -21.39560439560439 70, -21.4945054945055 70, -21.59340659340659 70, -21.69230769230769 70, -21.79120879120879 70, -21.89010989010989 70, -21.98901098901099 70, -22.08791208791209 70, -22.18681318681319 70, -22.28571428571428 70, -22.38461538461538 70, -22.48351648351649 70, -22.58241758241758 70, -22.68131868131868 70, -22.78021978021978 70, -22.87912087912088 70, -22.97802197802198 70, -23.07692307692308 70, -23.17582417582418 70, -23.27472527472527 70, -23.37362637362637 70, -23.47252747252747 70, -23.57142857142857 70, -23.67032967032967 70, -23.76923076923077 70, -23.86813186813187 70, -23.96703296703297 70, -24.06593406593407 70, -24.16483516483516 70, -24.26373626373626 70, -24.36263736263736 70, -24.46153846153846 70, -24.56043956043956 70, -24.65934065934066 70, -24.75824175824176 70, -24.85714285714286 70, -24.95604395604396 70, -25.05494505494505 70, -25.15384615384615 70, -25.25274725274725 70, -25.35164835164835 70, -25.45054945054945 70, -25.54945054945055 70, -25.64835164835165 70, -25.74725274725275 70, -25.84615384615385 70, -25.94505494505495 70, -26.04395604395604 70, -26.14285714285714 70, -26.24175824175824 70, -26.34065934065934 70, -26.43956043956044 70, -26.53846153846154 70, -26.63736263736264 70, -26.73626373626374 70, -26.83516483516484 70, -26.93406593406593 70, -27.03296703296703 70, -27.13186813186813 70, -27.23076923076923 70, -27.32967032967033 70, -27.42857142857143 70, -27.52747252747253 70, -27.62637362637363 70, -27.72527472527473 70, -27.82417582417582 70, -27.92307692307692 70, -28.02197802197802 70, -28.12087912087912 70, -28.21978021978022 70, -28.31868131868132 70, -28.41758241758242 70, -28.51648351648352 70, -28.61538461538462 70, -28.71428571428572 70, -28.81318681318681 70, -28.91208791208791 70, -29.01098901098901 70, -29.10989010989011 70, -29.20879120879121 70, -29.30769230769231 70, -29.40659340659341 70, -29.5054945054945 70, -29.60439560439561 70, -29.7032967032967 70, -29.8021978021978 70, -29.9010989010989 70, -30 70))"
